104,300,9.469188690185547
109,300,10.1597261428833
114,300,10.915031909942627
119,300,11.690124034881592
124,300,12.614552736282349
129,300,13.53055715560913
134,300,14.477562427520752
139,300,15.493224143981934
144,300,16.551853895187378
149,300,17.586781978607178
154,300,18.70571804046631
159,300,19.907622575759888
164,300,21.329524755477905
169,300,22.55499529838562
174,300,24.188815116882324
179,300,25.088735342025757
184,300,26.470402717590332
189,300,28.071110248565674
194,300,29.34499716758728
199,300,30.676596879959106
204,300,32.15954399108887
209,300,33.57430934906006
214,300,35.29989719390869
219,300,36.71065068244934
224,300,38.099220275878906
229,300,40.3003933429718
234,300,41.2235631942749
239,300,42.4298050403595
244,300,43.982993841171265
249,300,45.1892032623291
254,300,46.45753788948059
259,300,47.22762393951416
264,300,48.67326998710632
269,300,49.496368646621704
274,300,49.243985652923584
279,300,50.48629307746887
284,300,50.86229634284973
289,300,51.26034736633301
294,300,51.861992597579956
299,300,52.19187092781067
54,300,3.600578546524048
59,300,4.026716947555542
64,300,4.478915214538574
69,300,4.969217777252197
74,300,5.444516658782959
79,300,5.986924648284912
84,300,6.5454301834106445
89,300,7.149017810821533
94,300,7.7937304973602295
99,300,8.468526363372803
